Province,District,Division,Date,Houses Damaged,Affected,Deaths,Month,NE_Monsoon,Hist_Avg_Affected
Eastern,Batticaloa,Manmunai West(Vavunatheivu),2004-10-26,0,0,0,10,0,7533.545454545455
Eastern,Batticaloa,Porativu Pattu (Ellavul),2004-10-26,0,0,0,10,0,5730.132075471698
North-Central,Anuradhapura,Padaviya,2000-12-26,0,0,0,12,1,15.5
North-Central,Anuradhapura,Kebithigollewa,2000-12-26,0,0,0,12,1,115.0
North-Central,Anuradhapura,Horowpothana,2000-12-26,0,0,0,12,1,847.2
North-Central,Anuradhapura,Kahatagasdigiliya,2000-12-26,0,0,0,12,1,788.6666666666666
North-Central,Anuradhapura,Kekirawa,2000-12-26,0,0,0,12,1,439.0
North-Central,Anuradhapura,Palugaswewa,2000-12-26,0,0,0,12,1,277.2
North-Central,Anuradhapura,Galnewa,2000-12-26,0,0,0,12,1,266.2
North-Central,Anuradhapura,Medawachchiya,2000-12-26,0,0,0,12,1,64.33333333333333
Eastern,Batticaloa,Koralai Pattu North(Vakarai),2000-12-26,0,0,0,12,1,3138.75
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2000-12-26,0,0,0,12,1,5449.964912280701
Eastern,Batticaloa,Porativu Pattu (Ellavul),2000-12-26,0,0,0,12,1,5730.132075471698
Eastern,Batticaloa,Manmunai South - West (Peddipe,2000-12-26,0,0,0,12,1,1922.34
Uva,Badulla,Mahiyanganaya,2000-01-01,0,0,0,1,1,189.83333333333334
Eastern,Ampara,Ampara,2000-02-04,0,0,0,2,1,665.1538461538462
Eastern,Ampara,Ampara,2000-11-18,0,0,0,11,0,665.1538461538462
Eastern,Trincomalee,Kuchchaveli,2004-12-10,0,0,0,12,1,648.9655172413793
North-Central,Polonnaruwa,Lankapura,2000-11-19,0,960,0,11,0,899.1282051282051
North-Central,Polonnaruwa,Hingurakgoda,2000-11-19,0,0,0,11,0,412.875
North-Central,Polonnaruwa,Elahera,2000-11-19,0,0,0,11,0,127.29411764705883
Eastern,Ampara,Dehiattakandiya,2000-11-18,0,0,0,11,0,928.8
Uva,Moneragala,Madulla,2000-11-19,0,0,0,11,0,1.6666666666666667
Northern,Mannar,Mannar Town,2000-11-19,0,0,0,11,0,1405.8591549295775
North-Central,Polonnaruwa,Dimbulagala,2004-12-14,0,0,0,12,1,148.23076923076923
Eastern,Batticaloa,Porativu Pattu (Ellavul),2004-12-10,72,26058,0,12,1,5730.132075471698
Southern,Galle,Nagoda,2003-10-01,0,0,0,10,0,5971.941176470588
Western,Kalutara,Agalawatta,2003-05-17,87,630,0,5,0,507.2142857142857
Sabaragamuwa,Ratnapura,Kiriella,2003-05-17,0,0,0,5,0,614.020618556701
Southern,Matara,Malimbada,2003-05-17,17,90,0,5,0,1108.5
Southern,Matara,Thihagoda,2003-05-17,276,18710,4,5,0,1670.969696969697
Western,Colombo,Colombo,2002-10-20,0,3500,0,10,0,3815.3571428571427
Western,Colombo,Thimbirigasyaya,2002-10-20,0,0,0,10,0,3499.28125
Western,Colombo,Colombo,2002-10-20,0,0,0,10,0,3815.3571428571427
Southern,Galle,Thawalama,2003-05-17,365,28510,0,5,0,3613.9411764705883
Southern,Galle,Neluwa,2003-05-17,0,0,0,5,0,2447.3333333333335
Western,Kalutara,Madurawala,2003-05-17,5,25,0,5,0,3913.6875
Western,Kalutara,Walallavita,2007-06-22,0,0,0,6,0,1675.56
Western,Kalutara,Beruwala,2007-06-22,0,0,0,6,0,1572.6
Western,Kalutara,Bandaragama,2007-06-22,0,0,0,6,0,687.7586206896551
Western,Gampaha,Wattala,2006-10-25,0,9325,0,10,0,2875.403314917127
Western,Colombo,Moratuwa,2006-11-18,0,0,1,11,0,1288.8823529411766
Central,Matale,Naula,2006-12-19,0,0,0,12,1,198.77777777777777
Eastern,Ampara,Lahugala,2007-01-14,37,220,0,1,1,1863.25
Eastern,Ampara,Lahugala,2007-01-14,20,170,0,1,1,1863.25
Eastern,Ampara,Lahugala,2007-01-14,51,255,0,1,1,1863.25
Eastern,Ampara,Lahugala,2007-01-14,41,205,0,1,1,1863.25
Eastern,Ampara,Lahugala,2007-01-14,54,270,0,1,1,1863.25
Eastern,Ampara,Lahugala,2007-01-14,15,175,0,1,1,1863.25
Eastern,Ampara,Lahugala,2007-01-14,62,310,0,1,1,1863.25
Eastern,Ampara,Pothuvil,2007-01-14,70,248,0,1,1,10157.588235294117
Eastern,Ampara,Pothuvil,2007-01-14,10,50,0,1,1,10157.588235294117
Western,Colombo,Kesbewa,2006-12-26,0,0,0,12,1,656.625
North-Western,Kurunegala,Katupotha,2006-12-26,0,0,0,12,1,50.55555555555556
Western,Colombo,Kaduwela,2007-11-22,0,200,0,11,0,824.8507462686567
Western,Colombo,Kaduwela,2007-11-22,5,101,0,11,0,824.8507462686567
Western,Colombo,Kaduwela,2007-11-22,8,465,0,11,0,824.8507462686567
Western,Colombo,Kaduwela,2007-11-22,10,224,0,11,0,824.8507462686567
Western,Gampaha,Wattala,2006-10-25,0,0,0,10,0,2875.403314917127
Western,Colombo,Maharagama,2007-05-04,5,361,0,5,0,1111.0
Western,Colombo,Kesbewa,2007-05-04,66,259,0,5,0,656.625
Western,Gampaha,Wattala,2007-05-04,0,750,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,750,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,1500,0,5,0,2875.403314917127
Sabaragamuwa,Ratnapura,Eheliyagoda,2005-11-21,0,0,0,11,0,244.28125
Western,Gampaha,Wattala,2007-05-04,26,690,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,1200,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,6300,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,1725,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,1000,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,275,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,120,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,625,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,450,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,1800,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,180,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,550,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,88,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,526,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,100,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,800,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,80,0,5,0,2875.403314917127
Western,Gampaha,Wattala,2007-05-04,0,75,0,5,0,2875.403314917127
Western,Colombo,Kaduwela,2006-10-26,0,430,0,10,0,824.8507462686567
Western,Gampaha,Wattala,2007-05-04,1,5,0,5,0,2875.403314917127
Western,Colombo,Kaduwela,2006-10-26,0,317,0,10,0,824.8507462686567
Western,Colombo,Kaduwela,2006-10-26,1,5,0,10,0,824.8507462686567
Western,Kalutara,Mathugama,2007-05-03,0,0,1,5,0,903.5714285714286
Western,Colombo,Kaduwela,2006-10-26,1,120,0,10,0,824.8507462686567
Western,Colombo,Kaduwela,2006-10-26,2,45,0,10,0,824.8507462686567
Western,Colombo,Kaduwela,2006-10-26,0,0,1,10,0,824.8507462686567
North-Western,Kurunegala,Mawathagama,2006-10-24,0,0,0,10,0,124.0909090909091
North-Western,Kurunegala,Narammala,2006-10-22,0,120,0,10,0,189.14285714285714
Southern,Galle,Ambalangoda,2007-05-05,0,967,0,5,0,494.1578947368421
Western,Gampaha,Biyagama,2007-05-03,0,0,0,5,0,2119.6724137931033
Southern,Galle,Nagoda,2003-05-17,1469,33745,3,5,0,5971.941176470588
Sabaragamuwa,Kegalle,Dehiovita,2006-10-24,0,0,0,10,0,372.2307692307692
Sabaragamuwa,Kegalle,Yatiyanthota,2006-10-24,0,0,0,10,0,33.733333333333334
Sabaragamuwa,Kegalle,Deraniyagala,2006-10-24,0,0,0,10,0,147.9090909090909
Southern,Hambantota,Katuwana,2006-11-08,1,17,0,11,0,549.75
Sabaragamuwa,Kegalle,Ruwanwella,2005-11-22,0,0,1,11,0,295.2307692307692
North-Western,Kurunegala,Katupotha,2005-11-21,0,0,1,11,0,50.55555555555556
Western,Kalutara,Horana,2005-11-21,0,0,2,11,0,177.7
Southern,Galle,Welivitiya-Divithura,2005-05-30,0,375,0,5,0,4057.4615384615386
Western,Gampaha,Katana,2006-10-25,0,0,1,10,0,2446.657894736842
Southern,Galle,Welivitiya-Divithura,2005-05-30,0,0,0,5,0,4057.4615384615386
Western,Kalutara,Palindanuwara,2005-05-24,0,0,0,5,0,817.358024691358
Southern,Hambantota,Angunakolapelessa,2006-12-17,15,64,0,12,1,106.42857142857143
Southern,Galle,Ambalangoda,2005-05-30,0,0,0,5,0,494.1578947368421
Southern,Galle,Elpitiya,2005-05-30,0,0,0,5,0,548.52
Southern,Galle,Nagoda,2005-05-30,0,0,0,5,0,5971.941176470588
Eastern,Batticaloa,Koralai Pattu West (Oddamavadi,2006-12-30,425,23256,0,12,1,6663.727272727273
North-Central,Polonnaruwa,Elahera,2007-12-22,1,110,0,12,1,127.29411764705883
North-Central,Polonnaruwa,Elahera,2007-12-22,1,5,0,12,1,127.29411764705883
Sabaragamuwa,Kegalle,Dehiovita,2006-05-13,0,0,0,5,0,372.2307692307692
North-Central,Polonnaruwa,Elahera,2007-12-22,0,5,0,12,1,127.29411764705883
North-Central,Polonnaruwa,Elahera,2007-12-22,3,60,0,12,1,127.29411764705883
Sabaragamuwa,Kegalle,Dehiovita,2006-03-13,1,4,0,3,0,372.2307692307692
Sabaragamuwa,Kegalle,Dehiovita,2006-06-10,0,0,0,6,0,372.2307692307692
North-Central,Polonnaruwa,Elahera,2007-12-22,5,35,0,12,1,127.29411764705883
North-Central,Polonnaruwa,Elahera,2007-12-22,5,25,0,12,1,127.29411764705883
Sabaragamuwa,Kegalle,Dehiovita,2006-07-17,4,10,0,7,0,372.2307692307692
North-Central,Polonnaruwa,Elahera,2007-12-21,3,35,0,12,1,127.29411764705883
Sabaragamuwa,Kegalle,Dehiovita,2006-07-04,4,12,0,7,0,372.2307692307692
Sabaragamuwa,Kegalle,Dehiovita,2006-06-10,31,140,0,6,0,372.2307692307692
North-Central,Polonnaruwa,Elahera,2007-12-22,0,130,0,12,1,127.29411764705883
North-Central,Anuradhapura,Nuwaragam Palatha Central,2002-12-12,13,85,0,12,1,266.6923076923077
North-Central,Anuradhapura,Nuwaragam Palatha Central,2002-12-12,1,5,0,12,1,266.6923076923077
Uva,Badulla,Hali-Ela,2008-03-13,15,125,0,3,0,13971.42857142857
North-Central,Anuradhapura,Kekirawa,2007-12-23,9,430,0,12,1,439.0
North-Central,Polonnaruwa,Thamankaduwa,2006-12-20,0,746,0,12,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2003-12-30,15,75,0,12,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2006-01-13,0,683,0,1,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2000-01-13,102,510,0,1,1,885.7
North-Central,Polonnaruwa,Thamankaduwa,2002-12-20,0,0,0,12,1,885.7
Sabaragamuwa,Kegalle,Aranayaka,2006-11-15,3,16,0,11,0,57.125
Uva,Badulla,Passara,2008-03-13,0,60,0,3,0,81.08333333333333
North-Central,Polonnaruwa,Welikanda,2002-12-20,0,240,0,12,1,255.45454545454547
North-Central,Polonnaruwa,Welikanda,2003-01-20,0,62,0,1,1,255.45454545454547
North-Western,Kurunegala,Kuliyapitiya East,2005-11-21,61,336,0,11,0,109.28571428571429
North-Central,Polonnaruwa,Dimbulagala,2006-12-20,110,565,0,12,1,148.23076923076923
Sabaragamuwa,Kegalle,Aranayaka,2006-11-15,7,40,0,11,0,57.125
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,44,225,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,17,100,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,5,30,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,22,125,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,74,395,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,5,25,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,33,175,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,48,250,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,15,75,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,4,20,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,8,40,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,2,15,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,36,180,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,6,30,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,0,0,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,6,30,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,53,265,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,5,25,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,30,160,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,20,100,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,15,75,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,12,60,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,5,25,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,3,15,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,9,45,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,2,10,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,4,20,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,4,20,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,2,10,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,4,20,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,5,25,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,1,5,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,2,10,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,10,50,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,5,25,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,0,0,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,2,10,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,5,25,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,2,10,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,0,0,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,1,5,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,13,65,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,6,30,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,5,25,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,6,30,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,0,0,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,3,15,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,0,0,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,5,10,0,12,1,148.23076923076923
North-Central,Polonnaruwa,Dimbulagala,2007-12-18,15,75,0,12,1,148.23076923076923
Uva,Badulla,Ella,2008-03-13,3,14,0,3,0,129.55555555555554
Uva,Badulla,Ella,2008-03-13,1,10,0,3,0,129.55555555555554
Uva,Badulla,Ella,2008-03-13,2,50,0,3,0,129.55555555555554
Uva,Badulla,Ella,2008-03-13,1,15,0,3,0,129.55555555555554
Uva,Badulla,Ella,2008-03-13,7,55,0,3,0,129.55555555555554
North-Western,Kurunegala,Polgahawela,2006-11-18,16,66,0,11,0,142.94736842105263
Uva,Badulla,Lunugala,2006-12-15,1,5,0,12,1,306.2
North-Central,Anuradhapura,Thambuttegama,2002-12-27,1,5,0,12,1,163.4375
North-Western,Kurunegala,Alawwa,2006-10-24,15,178,0,10,0,113.8
North-Central,Anuradhapura,Thambuttegama,2006-11-19,0,5,0,11,0,163.4375
North-Central,Anuradhapura,Thambuttegama,2007-11-05,1,55,0,11,0,163.4375
North-Central,Anuradhapura,Thambuttegama,2003-01-08,12,60,0,1,1,163.4375
North-Central,Anuradhapura,Thambuttegama,2005-11-06,0,5,0,11,0,163.4375
North-Western,Kurunegala,Narammala,2006-11-12,0,84,0,11,0,189.14285714285714
North-Western,Kurunegala,Narammala,2006-11-12,0,0,0,11,0,189.14285714285714
North-Western,Kurunegala,Panduwasnuwara East,2005-11-21,13,180,1,11,0,77.54166666666667
North-Central,Anuradhapura,Thambuttegama,2007-12-23,0,23,0,12,1,163.4375
North-Central,Anuradhapura,Thambuttegama,2007-12-23,6,785,0,12,1,163.4375
North-Western,Kurunegala,Panduwasnuwara East,2005-11-21,82,232,0,11,0,77.54166666666667
North-Western,Kurunegala,Panduwasnuwara East,2006-10-27,29,159,0,10,0,77.54166666666667
Uva,Badulla,Meegahakivula,2008-03-26,0,5,0,3,0,38.0
North-Western,Kurunegala,Panduwasnuwara East,2007-11-11,27,230,0,11,0,77.54166666666667
North-Western,Kurunegala,Rasnayakapura,2002-12-15,2,10,0,12,1,160.04761904761904
North-Western,Kurunegala,Rasnayakapura,2003-05-02,1,5,0,5,0,160.04761904761904
North-Western,Kurunegala,Ambanpola,2006-11-20,26,520,0,11,0,191.66666666666666
Uva,Badulla,Rideemaliyadda,2006-12-15,1,5,0,12,1,11.833333333333334
North-Western,Kurunegala,Udubaddawa,2006-10-26,54,935,0,10,0,145.88235294117646
North-Western,Kurunegala,Udubaddawa,2006-11-20,0,0,0,11,0,145.88235294117646
North-Western,Kurunegala,Rasnayakapura,2008-01-04,0,25,0,1,1,160.04761904761904
North-Western,Kurunegala,Rasnayakapura,2001-01-30,1,20,0,1,1,160.04761904761904
North-Western,Kurunegala,Rasnayakapura,2002-11-30,0,30,0,11,0,160.04761904761904
North-Western,Kurunegala,Rasnayakapura,2006-11-15,0,0,0,11,0,160.04761904761904
North-Western,Kurunegala,Rasnayakapura,2005-11-21,3,15,0,11,0,160.04761904761904
Uva,Badulla,Haputale,2008-03-13,18,930,0,3,0,139.28571428571428
North-Western,Kurunegala,Wariyapola,2001-01-30,2,13,0,1,1,75.55172413793103
North-Western,Kurunegala,Bingiriya,2006-10-26,190,1325,0,10,0,382.5652173913044
North-Western,Kurunegala,Bingiriya,2006-10-26,0,0,0,10,0,382.5652173913044
North-Western,Kurunegala,Wariyapola,2001-01-30,1,6,0,1,1,75.55172413793103
North-Western,Kurunegala,Wariyapola,2001-01-30,0,14,0,1,1,75.55172413793103
North-Western,Kurunegala,Weerambugedara,2006-11-04,5,45,0,11,0,20.2
North-Western,Kurunegala,Wariyapola,2006-11-06,0,0,0,11,0,75.55172413793103
North-Western,Kurunegala,Pannala,2006-11-19,177,1004,0,11,0,268.09302325581393
North-Western,Kurunegala,Wariyapola,2001-07-18,3,12,0,7,0,75.55172413793103
North-Western,Kurunegala,Rideegama,2006-12-28,1,8,0,12,1,106.77777777777777
North-Western,Kurunegala,Kotavehera,2006-11-18,8,120,0,11,0,38.8
North-Western,Kurunegala,Kotavehera,2005-11-24,13,161,0,11,0,38.8
North-Western,Kurunegala,Ganewatta,2006-11-18,16,175,0,11,0,99.05555555555556
North-Western,Kurunegala,Ganewatta,2003-01-11,7,50,0,1,1,99.05555555555556
North-Western,Kurunegala,Nikaweratiya,2006-11-18,0,125,0,11,0,63.891891891891895
North-Western,Kurunegala,Kobeigane,2006-11-19,2,132,0,11,0,182.0909090909091
Central,Matale,Ukuwela,2006-11-20,0,55,0,11,0,121.5
Uva,Moneragala,Katharagama,2007-01-09,445,2865,0,1,1,880.3333333333334
Uva,Moneragala,Katharagama,2004-12-13,10,170,0,12,1,880.3333333333334
Northern,Jaffna,Vadamaradchi South-west (Karav,2002-11-10,15,125,0,11,0,526.3103448275862
Northern,Jaffna,Vadamaradchi South-west (Karav,2005-11-22,2,70,0,11,0,526.3103448275862
Northern,Jaffna,Vadamaradchi East (Maruthnkern,2008-03-10,0,170,0,3,0,1711.25
Northern,Jaffna,Vadamaradchi East (Maruthnkern,2008-03-10,0,280,0,3,0,1711.25
Northern,Jaffna,Valikamam West (Chankanai),2005-12-09,92,690,0,12,1,808.5
Northern,Jaffna,Nallur,2004-11-09,0,15,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2004-11-09,0,15,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2004-11-09,0,10,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2004-11-09,0,10,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2004-11-09,0,45,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2004-11-09,0,2,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2004-11-09,0,70,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2004-11-09,0,45,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2004-11-09,0,5,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2004-11-09,0,3,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2004-11-09,0,4,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2004-11-09,0,50,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2004-11-09,0,43,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,30,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,80,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,75,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,2,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,11,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,11,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,4,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,2,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,2,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,4,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,9,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,35,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,8,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,6,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,60,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,15,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,55,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,40,0,11,0,208.2842105263158
Northern,Jaffna,Nallur,2003-11-26,0,40,0,11,0,208.2842105263158
Northern,Jaffna,Valikamam South -West (Sandili,2002-11-10,16,200,0,11,0,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2002-11-10,0,1075,0,11,0,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2002-11-10,60,320,0,11,0,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2002-11-10,16,140,0,11,0,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2002-11-10,0,145,0,11,0,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2002-11-10,40,215,0,11,0,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2002-11-10,10,130,0,11,0,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2002-11-10,65,750,0,11,0,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2002-11-10,150,790,0,11,0,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2002-11-10,10,350,0,11,0,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2002-11-10,7,450,0,11,0,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2002-11-10,140,1225,0,11,0,386.0673076923077
Northern,Jaffna,Vadamaradchi South-west (Karav,2003-12-18,7,475,0,12,1,526.3103448275862
Northern,Jaffna,Valikamam South -West (Sandili,2003-12-18,15,180,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2003-12-18,0,625,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2003-12-18,60,320,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2003-12-18,8,38,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2003-12-18,8,95,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2003-12-18,0,95,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2003-12-18,70,550,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2003-12-18,160,845,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2003-12-18,12,285,0,12,1,386.0673076923077
Northern,Jaffna,Island North(Kayts),2004-11-25,0,675,0,11,0,174.36666666666667
Northern,Jaffna,Valikamam South -West (Sandili,2004-12-24,175,1250,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2004-12-24,14,220,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2004-12-24,22,725,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2004-12-24,0,70,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2004-12-24,65,900,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2004-12-24,10,115,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2004-12-24,55,285,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2004-12-24,140,900,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2005-10-29,160,1230,0,10,0,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2005-10-29,7,505,0,10,0,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2005-10-29,12,200,0,10,0,386.0673076923077
Northern,Jaffna,Vadamaradchi South-west (Karav,2005-11-22,0,460,0,11,0,526.3103448275862
Northern,Jaffna,Valikamam South -West (Sandili,2005-12-29,2,220,0,12,1,386.0673076923077
